Berichtsjahr,Berichtsmonat,Segment,Marke,Modellreihe,Anzahl,ZS Anzahl,Diesel,ZS Diesel,Hybrid,ZS Hybrid,Benzin-Hybrid,ZS Benzin-Hybrid,Diesel-Hybrid,ZS Diesel-Hybrid,Hybrid (ohne Plug-in),ZS Hybrid (ohne Plug-in),Benzin-Hybrid (ohne Plug-in),ZS Benzin-Hybrid (ohne Plug-in),Diesel-Hybrid (ohne Plug-in),ZS Diesel-Hybrid (ohne Plug-in),Plug-in-Hybrid,ZS Plug-in-Hybrid,Benzin-Plug-in-Hybrid,ZS Benzin-Plug-in-Hybrid,Diesel-Plug-in-Hybrid,ZS Diesel-Plug-in-Hybrid,Elektro (BEV),ZS Elektro (BEV),Allradantrieb,ZS Allrad,offener Aufbau,ZS offener Aufbau,gewerblich,ZS gewerblich,ObjectId,Monat Sortierung
2024,April,KLEINWAGEN,DS,DS3,22,,1,,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,,-,,-,21,,17063,4
2024,Juli,KLEINWAGEN,NISSAN,JUKE,488,,,-,270,,270,,,-,270,,270,,,-,,-,,-,,-,,-,,-,,-,212,,17064,7
2024,April,KLEINWAGEN,FORD,FIESTA,30,,,-,23,,23,,,-,23,,23,,,-,,-,,-,,-,,-,,-,,-,18,,17065,4
2024,Juni,KLEINWAGEN,NISSAN,JUKE,647,,,-,370,,370,,,-,370,,370,,,-,,-,,-,,-,,-,,-,,-,419,,17066,6
2024,Juni,KLEINWAGEN,NISSAN,MICRA,5,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,4,,17067,6
2024,Juli,KLEINWAGEN,OPEL,CORSA,4006,,14,,15,,15,,,-,15,,15,,,-,,-,,-,,-,158,,,-,,-,2961,,17068,7
2024,Juni,KLEINWAGEN,OPEL,CORSA,4591,,5,,133,,133,,,-,133,,133,,,-,,-,,-,,-,409,,,-,,-,3755,,17069,6
2024,April,KLEINWAGEN,FORD,PUMA,1877,,,-,1788,,1788,,,-,1788,,1788,,,-,,-,,-,,-,,-,,-,,-,1022,,17070,4
2024,Juli,KLEINWAGEN,PEUGEOT,208,1234,,,-,411,,411,,,-,411,,411,,,-,,-,,-,,-,60,,,-,,-,695,,17071,7
2024,Juni,KLEINWAGEN,PEUGEOT,208,1074,,,-,279,,279,,,-,279,,279,,,-,,-,,-,,-,190,,,-,,-,715,,17072,6
2024,April,SPORTWAGEN,MERCEDES,E-KLASSE COUPE,26,,1,,25,,25,,,-,25,,25,,,-,,-,,-,,-,,-,18,,16,,15,,17073,4
2024,April,SPORTWAGEN,MERCEDES,SL,160,,,-,52,,52,,,-,46,,46,,,-,6,,6,,,-,,-,116,,160,,103,,17074,4
2024,April,SPORTWAGEN,PORSCHE,911,1545,,,-,34,,34,,,-,34,,34,,,-,,-,,-,,-,,-,807,,777,,858,,17075,4
2024,April,KLEINWAGEN,HONDA,JAZZ,85,,,-,85,,85,,,-,85,,85,,,-,,-,,-,,-,,-,,-,,-,30,,17076,4
2024,April,SPORTWAGEN,PORSCHE,BOXSTER,265,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,265,,103,,17077,4
2024,Juli,KLEINWAGEN,RENAULT,CLIO,803,,,-,227,,227,,,-,227,,227,,,-,,-,,-,,-,,-,,-,,-,233,,17078,7
2024,April,KLEINWAGEN,HYUNDAI,I 20,1077,,,-,495,,495,,,-,495,,495,,,-,,-,,-,,-,,-,3,,,-,707,,17079,4
2024,Juni,KLEINWAGEN,RENAULT,CLIO,1641,,1,,382,,382,,,-,382,,382,,,-,,-,,-,,-,,-,,-,,-,970,,17080,6
2024,April,SPORTWAGEN,PORSCHE,CAYMAN,130,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,59,,17081,4
2024,Juli,KLEINWAGEN,RENAULT,ZOE,7,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,7,,,-,,-,7,,17082,7
2024,April,KLEINWAGEN,KIA,RIO,18,,,-,2,,2,,,-,2,,2,,,-,,-,,-,,-,,-,,-,,-,14,,17083,4
2024,Juni,KLEINWAGEN,RENAULT,ZOE,144,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,144,,,-,,-,140,,17084,6
2024,April,SPORTWAGEN,SUBARU,BRZ,28,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,9,,17085,4
2024,Juli,KLEINWAGEN,SEAT,IBIZA,2237,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1273,,17086,7
2024,April,KLEINWAGEN,MAZDA,2,801,,,-,531,,531,,,-,531,,531,,,-,,-,,-,,-,,-,,-,,-,269,,17087,4
2024,Juni,KLEINWAGEN,SEAT,IBIZA,2766,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1746,,17088,6
2024,April,SPORTWAGEN,TOYOTA,GR 86,63,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,31,,17089,4
2024,Juli,KLEINWAGEN,SKODA,FABIA,2500,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1332,,17090,7
2024,April,KLEINWAGEN,MG ROEWE,3,8,,,-,8,,8,,,-,8,,8,,,-,,-,,-,,-,,-,,-,,-,8,,17091,4
2024,Juni,KLEINWAGEN,SKODA,FABIA,2884,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1524,,17092,6
2024,April,SPORTWAGEN,TOYOTA,SUPRA,26,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,16,,17093,4
2024,Juli,KLEINWAGEN,SUZUKI,IGNIS,570,,,-,570,,570,,,-,570,,570,,,-,,-,,-,,-,,-,148,,,-,334,,17094,7
2024,April,KLEINWAGEN,MINI,MINI,2512,,12,,222,,199,,23,,221,,198,,23,,1,,1,,,-,464,,328,,678,,1356,,17095,4
2024,Juni,KLEINWAGEN,SUZUKI,IGNIS,646,,,-,646,,646,,,-,646,,646,,,-,,-,,-,,-,,-,165,,,-,331,,17096,6
2024,April,MINI-VANS,KIA,SOUL,44,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,44,,,-,,-,42,,17097,4
2024,April,KLEINWAGEN,MITSUBISHI,COLT,327,,,-,105,,105,,,-,105,,105,,,-,,-,,-,,-,,-,,-,,-,78,,17098,4
2024,Juli,KLEINWAGEN,SUZUKI,SWIFT,817,,,-,816,,816,,,-,816,,816,,,-,,-,,-,,-,,-,107,,,-,524,,17099,7
2024,April,KLEINWAGEN,MITSUBISHI,"MIRAGE, SPACE STAR",1141,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,503,,17100,4
2024,Juli,KLEINWAGEN,TOYOTA,YARIS,3149,,,-,2896,,2896,,,-,2896,,2896,,,-,,-,,-,,-,,-,278,,,-,1966,,17101,7
2024,Juli,KLEINWAGEN,VW,POLO,2847,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1994,,17102,7
2024,April,KLEINWAGEN,NISSAN,JUKE,691,,,-,379,,379,,,-,379,,379,,,-,,-,,-,,-,,-,,-,,-,395,,17103,4
2024,April,KLEINWAGEN,OPEL,CORSA,2260,,17,,165,,165,,,-,165,,165,,,-,,-,,-,,-,276,,,-,,-,1789,,17104,4
2024,April,KLEINWAGEN,PEUGEOT,208,1176,,13,,137,,137,,,-,137,,137,,,-,,-,,-,,-,61,,,-,,-,648,,17105,4
2024,April,KLEINWAGEN,RENAULT,CLIO,1029,,,-,306,,306,,,-,306,,306,,,-,,-,,-,,-,,-,,-,,-,288,,17106,4
2024,April,KLEINWAGEN,RENAULT,ZOE,117,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,117,,,-,,-,110,,17107,4
2024,April,KLEINWAGEN,SEAT,IBIZA,1881,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1043,,17108,4
2024,April,KLEINWAGEN,SKODA,FABIA,2245,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,2,,,-,1125,,17109,4
2024,April,KLEINWAGEN,SUZUKI,IGNIS,594,,,-,594,,594,,,-,594,,594,,,-,,-,,-,,-,,-,116,,,-,257,,17110,4
2024,April,KLEINWAGEN,SUZUKI,SWIFT,634,,,-,634,,634,,,-,634,,634,,,-,,-,,-,,-,,-,25,,,-,542,,17111,4
2024,April,KLEINWAGEN,TOYOTA,YARIS,2758,,,-,2452,,2452,,,-,2452,,2452,,,-,,-,,-,,-,,-,341,,,-,1563,,17112,4
2024,April,KLEINWAGEN,VW,POLO,3085,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1674,,17113,4
2024,April,KOMPAKTKLASSE,AUDI,A3,3080,,758,,1252,,1252,,,-,667,,667,,,-,585,,585,,,-,,-,984,,,-,2486,,17114,4
2024,April,KOMPAKTKLASSE,BMW,1ER,2068,,247,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,138,,,-,1291,,17115,4
2024,April,KOMPAKTKLASSE,BMW,2ER,1914,,194,,347,,297,,50,,281,,231,,50,,66,,66,,,-,,-,284,,,-,1518,,17116,4
2024,April,KOMPAKTKLASSE,BYD,DOLPHIN,52,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,52,,,-,,-,16,,17117,4
2024,April,KOMPAKTKLASSE,CITROEN,C4,634,,128,,,-,,-,,-,,-,,-,,-,,-,,-,,-,21,,,-,,-,472,,17118,4
2024,April,KOMPAKTKLASSE,DACIA,LOGAN,45,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,17119,4
2024,April,KOMPAKTKLASSE,DACIA,SANDERO,2365,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,325,,17120,4
2024,April,KOMPAKTKLASSE,DS,DS4,63,,12,,5,,5,,,-,,-,,-,,-,5,,5,,,-,,-,,-,,-,43,,17121,4
2024,April,KOMPAKTKLASSE,FIAT,TIPO,127,,11,,116,,116,,,-,116,,116,,,-,,-,,-,,-,,-,,-,,-,119,,17122,4
2024,April,KOMPAKTKLASSE,FORD,FOCUS,1641,,442,,1067,,1067,,,-,1067,,1067,,,-,,-,,-,,-,,-,,-,,-,1285,,17123,4
2024,April,KOMPAKTKLASSE,GWM,FUNKY CAT,141,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,141,,,-,,-,35,,17124,4
2024,April,KOMPAKTKLASSE,HONDA,CIVIC,113,,,-,104,,104,,,-,104,,104,,,-,,-,,-,,-,,-,,-,,-,52,,17125,4
2024,April,KOMPAKTKLASSE,HYUNDAI,I 30,1523,,,-,783,,783,,,-,783,,783,,,-,,-,,-,,-,,-,,-,,-,1215,,17126,4
2024,April,KOMPAKTKLASSE,KIA,CEED,2074,,,-,427,,130,,297,,305,,8,,297,,122,,122,,,-,,-,,-,,-,1482,,17127,4
2024,April,KOMPAKTKLASSE,MAZDA,3,308,,,-,307,,307,,,-,307,,307,,,-,,-,,-,,-,,-,4,,,-,80,,17128,4
2024,April,KOMPAKTKLASSE,MAZDA,MX-5,74,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,74,,43,,17129,4
2024,April,KOMPAKTKLASSE,MERCEDES,A-KLASSE,1477,,212,,1227,,1227,,,-,1046,,1046,,,-,181,,181,,,-,,-,181,,,-,746,,17130,4
2024,April,KOMPAKTKLASSE,MG ROEWE,4,594,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,594,,12,,,-,455,,17131,4
2024,April,KOMPAKTKLASSE,NISSAN,LEAF,12,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,12,,,-,,-,8,,17132,4
2024,April,KOMPAKTKLASSE,OPEL,ASTRA,3824,,1311,,212,,212,,,-,2,,2,,,-,210,,210,,,-,109,,,-,,-,3378,,17133,4
2024,Juni,KLEINWAGEN,SUZUKI,SWIFT,431,,,-,431,,431,,,-,431,,431,,,-,,-,,-,,-,,-,60,,,-,261,,17134,6
2024,Juni,KLEINWAGEN,TOYOTA,YARIS,3454,,,-,3128,,3128,,,-,3128,,3128,,,-,,-,,-,,-,,-,410,,,-,2019,,17135,6
2024,Juni,KLEINWAGEN,VW,POLO,5253,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,3875,,17136,6
2024,Juli,KOMPAKTKLASSE,AUDI,A3,2717,,410,,1393,,1393,,,-,1172,,1172,,,-,221,,221,,,-,,-,859,,,-,2323,,17137,7
2024,Juni,KOMPAKTKLASSE,AUDI,A3,3149,,606,,1173,,1173,,,-,798,,798,,,-,375,,375,,,-,,-,1267,,,-,2617,,17138,6
2024,Juni,KOMPAKTKLASSE,BMW,1ER,2809,,292,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,192,,,-,1831,,17139,6
2024,April,MINI-VANS,MERCEDES,B-KLASSE,466,,78,,388,,388,,,-,316,,316,,,-,72,,72,,,-,,-,33,,,-,140,,17140,4
2024,Juni,KOMPAKTKLASSE,BMW,2ER,1271,,123,,260,,238,,22,,213,,191,,22,,47,,47,,,-,,-,266,,,-,947,,17141,6
2024,Juni,KOMPAKTKLASSE,BYD,DOLPHIN,34,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,34,,,-,,-,15,,17142,6
2024,Juli,KOMPAKTKLASSE,BMW,1ER,1620,,128,,56,,30,,26,,56,,30,,26,,,-,,-,,-,,-,121,,,-,1052,,17143,7
2024,Juni,KOMPAKTKLASSE,CITROEN,C4,569,,118,,13,,13,,,-,13,,13,,,-,,-,,-,,-,113,,,-,,-,427,,17144,6
2024,April,KOMPAKTKLASSE,PEUGEOT,308,1156,,216,,40,,40,,,-,,-,,-,,-,40,,40,,,-,23,,,-,,-,1019,,17145,4
2024,April,KOMPAKTKLASSE,RENAULT,MEGANE,211,,90,,1,,1,,,-,,-,,-,,-,1,,1,,,-,76,,,-,,-,161,,17146,4
2024,Juli,KOMPAKTKLASSE,BMW,2ER,1574,,128,,242,,208,,34,,203,,169,,34,,39,,39,,,-,,-,275,,,-,1078,,17147,7
2024,April,KOMPAKTKLASSE,SEAT,BORN,700,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,700,,,-,,-,343,,17148,4
2024,Juni,KOMPAKTKLASSE,DACIA,LOGAN,83,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,15,,17149,6
2024,Juli,KOMPAKTKLASSE,BYD,DOLPHIN,47,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,47,,,-,,-,9,,17150,7
2024,April,KOMPAKTKLASSE,SEAT,LEON,3120,,705,,1199,,1199,,,-,581,,581,,,-,618,,618,,,-,,-,188,,,-,2165,,17151,4
2024,April,MINI-VANS,PEUGEOT,3008,511,,41,,182,,182,,,-,167,,167,,,-,15,,15,,,-,,-,9,,,-,338,,17152,4
2024,Juni,KOMPAKTKLASSE,DACIA,SANDERO,3630,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,897,,17153,6
2024,Juli,KOMPAKTKLASSE,CITROEN,C4,1035,,154,,116,,116,,,-,116,,116,,,-,,-,,-,,-,22,,,-,,-,557,,17154,7
2024,April,KOMPAKTKLASSE,SKODA,OCTAVIA,4176,,3020,,422,,422,,,-,377,,377,,,-,45,,45,,,-,,-,667,,,-,3627,,17155,4
2024,April,MINI-VANS,RENAULT,SCENIC,6,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,5,,17156,4
2024,Juni,KOMPAKTKLASSE,DS,DS4,169,,27,,17,,17,,,-,,-,,-,,-,17,,17,,,-,,-,,-,,-,154,,17157,6
2024,April,GROSSRAUM-VANS,DACIA,JOGGER,1317,,,-,317,,317,,,-,317,,317,,,-,,-,,-,,-,,-,,-,,-,189,,17158,4
2024,Juni,KOMPAKTKLASSE,FIAT,TIPO,814,,154,,659,,659,,,-,659,,659,,,-,,-,,-,,-,,-,,-,,-,795,,17159,6
2024,April,GROSSRAUM-VANS,LEXUS,LM,6,,,-,6,,6,,,-,6,,6,,,-,,-,,-,,-,,-,6,,,-,6,,17160,4
2024,Juni,KOMPAKTKLASSE,FORD,FOCUS,2258,,461,,1615,,1615,,,-,1615,,1615,,,-,,-,,-,,-,,-,,-,,-,1866,,17161,6
2024,April,KOMPAKTKLASSE,SKODA,SCALA,868,,1,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,538,,17162,4
2024,April,GROSSRAUM-VANS,MERCEDES,V-KLASSE,1806,,1433,,,-,,-,,-,,-,,-,,-,,-,,-,,-,373,,847,,,-,1595,,17163,4
2024,April,KOMPAKTKLASSE,SUZUKI,SWACE,48,,,-,48,,48,,,-,48,,48,,,-,,-,,-,,-,,-,,-,,-,42,,17164,4
2024,Juni,KOMPAKTKLASSE,GWM,FUNKY CAT,194,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,194,,,-,,-,58,,17165,6
2024,April,GROSSRAUM-VANS,PEUGEOT,5008,315,,106,,167,,167,,,-,167,,167,,,-,,-,,-,,-,,-,,-,,-,229,,17166,4
2024,April,KOMPAKTKLASSE,TOYOTA,COROLLA,1598,,,-,1596,,1596,,,-,1596,,1596,,,-,,-,,-,,-,,-,25,,,-,969,,17167,4
2024,Juli,KOMPAKTKLASSE,DACIA,LOGAN,41,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,17168,7
2024,Juni,KOMPAKTKLASSE,HONDA,CIVIC,95,,,-,63,,63,,,-,63,,63,,,-,,-,,-,,-,,-,,-,,-,62,,17169,6
2024,April,KOMPAKTKLASSE,TOYOTA,PRIUS,13,,,-,13,,13,,,-,,-,,-,,-,13,,13,,,-,,-,,-,,-,5,,17170,4
2024,Juli,KOMPAKTKLASSE,DACIA,SANDERO,2416,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,313,,17171,7
2024,April,GROSSRAUM-VANS,RENAULT,ESPACE,204,,1,,203,,203,,,-,203,,203,,,-,,-,,-,,-,,-,,-,,-,91,,17172,4
2024,Juni,KOMPAKTKLASSE,HYUNDAI,I 30,1621,,,-,849,,849,,,-,849,,849,,,-,,-,,-,,-,,-,,-,,-,1374,,17173,6
2024,April,KOMPAKTKLASSE,VW,GOLF,11689,,4966,,2027,,2027,,,-,2026,,2026,,,-,1,,1,,,-,,-,587,,,-,9314,,17174,4
2024,Juli,KOMPAKTKLASSE,DS,DS4,39,,15,,5,,5,,,-,,-,,-,,-,5,,5,,,-,,-,,-,,-,36,,17175,7
2024,April,GROSSRAUM-VANS,VW,TOURAN,1238,,712,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1019,,17176,4
2024,Juni,KOMPAKTKLASSE,KIA,CEED,1843,,,-,373,,232,,141,,186,,45,,141,,187,,187,,,-,,-,,-,,-,1313,,17177,6
2024,April,KOMPAKTKLASSE,VW,ID.3,1992,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1992,,,-,,-,1079,,17178,4
2024,Juli,KOMPAKTKLASSE,FIAT,TIPO,142,,88,,54,,54,,,-,54,,54,,,-,,-,,-,,-,,-,,-,,-,124,,17179,7
2024,April,UTILITIES,CITROEN,BERLINGO,21,,2,,,-,,-,,-,,-,,-,,-,,-,,-,,-,12,,,-,,-,19,,17180,4
2024,Juni,KOMPAKTKLASSE,MAZDA,3,347,,,-,347,,347,,,-,347,,347,,,-,,-,,-,,-,,-,3,,,-,172,,17181,6
2024,April,MITTELKLASSE,ALFA ROMEO,GIULIA,170,,17,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,125,,,-,113,,17182,4
2024,Juli,KOMPAKTKLASSE,FORD,FOCUS,2737,,869,,1667,,1667,,,-,1667,,1667,,,-,,-,,-,,-,,-,,-,,-,2352,,17183,7
2024,April,UTILITIES,CITROEN,JUMPER,23,,23,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,2,,,-,3,,17184,4
2024,Juni,KOMPAKTKLASSE,MAZDA,MX-5,324,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,324,,170,,17185,6
2024,April,MITTELKLASSE,AUDI,A4,4085,,,-,3911,,1736,,2175,,3911,,1736,,2175,,,-,,-,,-,,-,1798,,,-,3722,,17186,4
2024,Juli,KOMPAKTKLASSE,GWM,FUNKY CAT,166,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,166,,,-,,-,52,,17187,7
2024,April,UTILITIES,CITROEN,JUMPY,24,,23,,,-,,-,,-,,-,,-,,-,,-,,-,,-,1,,,-,,-,6,,17188,4
2024,Juni,KOMPAKTKLASSE,MERCEDES,A-KLASSE,1399,,253,,1093,,1093,,,-,925,,925,,,-,168,,168,,,-,,-,156,,,-,775,,17189,6
2024,April,MITTELKLASSE,AUDI,A5,1153,,,-,919,,548,,371,,919,,548,,371,,,-,,-,,-,,-,705,,423,,910,,17190,4
2024,Juli,KOMPAKTKLASSE,HONDA,CIVIC,115,,,-,88,,88,,,-,88,,88,,,-,,-,,-,,-,,-,,-,,-,56,,17191,7
2024,April,UTILITIES,FIAT,DUCATO,52,,52,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,2,,,-,18,,17192,4
2024,Juni,KOMPAKTKLASSE,MG ROEWE,4,4492,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,4492,,11,,,-,3638,,17193,6
2024,Juni,KOMPAKTKLASSE,NISSAN,LEAF,117,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,117,,,-,,-,112,,17194,6
2024,Juni,KOMPAKTKLASSE,OPEL,ASTRA,4814,,1281,,488,,488,,,-,148,,148,,,-,340,,340,,,-,223,,,-,,-,4416,,17195,6
2024,Juli,KOMPAKTKLASSE,HYUNDAI,I 30,1041,,,-,448,,448,,,-,448,,448,,,-,,-,,-,,-,,-,,-,,-,878,,17196,7
2024,Juli,KOMPAKTKLASSE,KIA,CEED,1889,,,-,248,,161,,87,,159,,72,,87,,89,,89,,,-,,-,,-,,-,1315,,17197,7
2024,Juni,KOMPAKTKLASSE,PEUGEOT,308,1139,,297,,101,,101,,,-,26,,26,,,-,75,,75,,,-,35,,,-,,-,872,,17198,6
2024,Juli,KOMPAKTKLASSE,MAZDA,3,280,,,-,280,,280,,,-,280,,280,,,-,,-,,-,,-,,-,4,,,-,102,,17199,7
2024,April,UTILITIES,FORD,TRANSIT CONNECT,587,,405,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,62,,,-,394,,17200,4
2024,Juni,KOMPAKTKLASSE,RENAULT,MEGANE,743,,485,,2,,2,,,-,,-,,-,,-,2,,2,,,-,104,,,-,,-,705,,17201,6
2024,Juli,KOMPAKTKLASSE,MAZDA,MX-5,214,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,214,,83,,17202,7
2024,Juni,KOMPAKTKLASSE,SEAT,BORN,1715,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1715,,,-,,-,427,,17203,6
2024,April,MITTELKLASSE,BMW,3ER,3921,,,-,2502,,757,,1745,,1906,,161,,1745,,596,,596,,,-,,-,1665,,,-,3450,,17204,4
2024,April,MITTELKLASSE,BMW,4ER,2498,,,-,817,,320,,497,,817,,320,,497,,,-,,-,,-,891,,1159,,662,,2118,,17205,4
2024,Juli,KOMPAKTKLASSE,MERCEDES,A-KLASSE,1464,,234,,1203,,1203,,,-,1001,,1001,,,-,202,,202,,,-,,-,145,,,-,638,,17206,7
2024,Juli,KOMPAKTKLASSE,MG ROEWE,4,1423,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1423,,2,,,-,995,,17207,7
2024,Juli,KOMPAKTKLASSE,NISSAN,LEAF,24,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,24,,,-,,-,20,,17208,7
2024,April,MITTELKLASSE,BYD,SEAL,26,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,26,,14,,,-,11,,17209,4
2024,Juli,KOMPAKTKLASSE,OPEL,ASTRA,3565,,957,,207,,207,,,-,61,,61,,,-,146,,146,,,-,127,,,-,,-,3076,,17210,7
2024,April,MITTELKLASSE,CITROEN,C5,1005,,270,,373,,373,,,-,351,,351,,,-,22,,22,,,-,,-,,-,,-,727,,17211,4
2024,Juli,KOMPAKTKLASSE,PEUGEOT,308,1192,,250,,274,,274,,,-,244,,244,,,-,30,,30,,,-,32,,,-,,-,710,,17212,7
2024,April,MITTELKLASSE,HYUNDAI,G70,6,,4,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,4,,,-,6,,17213,4
2024,Juli,KOMPAKTKLASSE,RENAULT,MEGANE,54,,10,,,-,,-,,-,,-,,-,,-,,-,,-,,-,32,,,-,,-,44,,17214,7
2024,April,MITTELKLASSE,HYUNDAI,IONIQ6,398,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,398,,89,,,-,266,,17215,4
2024,Juli,KOMPAKTKLASSE,SEAT,BORN,1683,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1683,,,-,,-,423,,17216,7
2024,April,UTILITIES,FORD,TRANSIT COURIER,383,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,221,,17217,4
2024,April,MITTELKLASSE,JAGUAR,XE,10,,,-,5,,,-,5,,5,,,-,5,,,-,,-,,-,,-,4,,,-,6,,17218,4
2024,Juni,KOMPAKTKLASSE,SEAT,LEON,4924,,1044,,2220,,2220,,,-,1661,,1661,,,-,559,,559,,,-,,-,554,,,-,3705,,17219,6
2024,Juli,KOMPAKTKLASSE,SEAT,LEON,2592,,535,,1268,,1268,,,-,1049,,1049,,,-,219,,219,,,-,,-,182,,,-,2053,,17220,7
2024,April,UTILITIES,FORD,TRANSIT CUSTOM,280,,274,,3,,2,,1,,1,,,-,1,,2,,2,,,-,2,,28,,,-,191,,17221,4
2024,April,MITTELKLASSE,MAZDA,6,428,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,364,,17222,4
2024,Juni,KOMPAKTKLASSE,SKODA,OCTAVIA,5991,,3700,,1265,,1265,,,-,1252,,1252,,,-,13,,13,,,-,,-,784,,,-,5039,,17223,6
2024,Juli,KOMPAKTKLASSE,SKODA,OCTAVIA,4634,,3591,,621,,621,,,-,611,,611,,,-,10,,10,,,-,,-,150,,,-,4141,,17224,7
2024,April,UTILITIES,FORD,"TRANSIT, TOURNEO",302,,298,,3,,,-,3,,3,,,-,3,,,-,,-,,-,1,,3,,,-,289,,17225,4
2024,April,MITTELKLASSE,MERCEDES,C-KLASSE,2193,,6,,2156,,958,,1198,,1589,,623,,966,,567,,335,,232,,,-,462,,9,,1565,,17226,4
2024,Juni,KOMPAKTKLASSE,SKODA,SCALA,938,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,563,,17227,6
2024,Juli,KOMPAKTKLASSE,SKODA,SCALA,678,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,364,,17228,7
2024,April,UTILITIES,HYUNDAI,STARIA,421,,421,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,165,,,-,353,,17229,4
2024,April,MITTELKLASSE,MERCEDES,CLA-KLASSE,1875,,323,,1481,,1481,,,-,1148,,1148,,,-,333,,333,,,-,,-,268,,,-,1007,,17230,4
2024,Juni,KOMPAKTKLASSE,SUBARU,IMPREZA,8,,,-,7,,7,,,-,7,,7,,,-,,-,,-,,-,,-,8,,,-,7,,17231,6
2024,Juni,KOMPAKTKLASSE,SUZUKI,SWACE,95,,,-,95,,95,,,-,95,,95,,,-,,-,,-,,-,,-,,-,,-,91,,17232,6
